"Rload=2k"
+1.0000000000e+001 +6.6666666667e-001 +6.8651576847e+000 +1.0000000000e+001 -1.5674211576e-003 -1.5674211576e-002 +6.6666666667e-001 -1.5674211576e-005 -1.0449474384e-005 +3.1348423153e+000 +1.5674211576e-003 +4.9136181708e-003 +6.6666666667e-001 -6.1984910181e+000 +6.8651576847e+000 -1.5830953692e-003 +1.5674211576e-003 +1.5674211576e-005
+1.0000000000e+001 +6.6969696970e-001 +6.4752968166e+000 +1.0000000000e+001 -1.7623515917e-003 -1.7623515917e-002 +6.6969696970e-001 -1.7623515917e-005 -1.1802415205e-005 +3.5247031834e+000 +1.7623515917e-003 +6.2117662654e-003 +6.6969696970e-001 -5.8055998469e+000 +6.4752968166e+000 -1.7799751076e-003 +1.7623515917e-003 +1.7623515917e-005
+1.0000000000e+001 +6.7272727273e-001 +6.0369513738e+000 +1.0000000000e+001 -1.9815243131e-003 -1.9815243131e-002 +6.7272727273e-001 -1.9815243131e-005 -1.3330254470e-005 +3.9630486262e+000 +1.9815243131e-003 +7.8528772068e-003 +6.7272727273e-001 -5.3642241011e+000 +6.0369513738e+000 -2.0013395562e-003 +1.9815243131e-003 +1.9815243131e-005
+1.0000000000e+001 +6.7575757576e-001 +5.5440916308e+000 +1.0000000000e+001 -2.2279541846e-003 -2.2279541846e-002 +6.7575757576e-001 -2.2279541846e-005 -1.5055569187e-005 +4.4559083692e+000 +2.2279541846e-003 +9.9275596973e-003 +6.7575757576e-001 -4.8683340551e+000 +5.5440916308e+000 -2.2502337264e-003 +2.2279541846e-003 +2.2279541846e-005
+1.0000000000e+001 +6.7878787879e-001 +4.9899379828e+000 +1.0000000000e+001 -2.5050310086e-003 -2.5050310086e-002 +6.7878787879e-001 -2.5050310086e-005 -1.7003846846e-005 +5.0100620172e+000 +2.5050310086e-003 +1.2550360708e-002 +6.7878787879e-001 -4.3111501040e+000 +4.9899379828e+000 -2.5300813187e-003 +2.5050310086e-003 +2.5050310086e-005
+1.0000000000e+001 +6.8181818182e-001 +4.3668676874e+000 +1.0000000000e+001 -2.8165661563e-003 -2.8165661563e-002 +6.8181818182e-001 -2.8165661563e-005 -1.9203860157e-005 +5.6331323126e+000 +2.8165661563e-003 +1.5866089826e-002 +6.8181818182e-001 -3.6850495056e+000 +4.3668676874e+000 -2.8447318179e-003 +2.8165661563e-003 +2.8165661563e-005
+1.0000000000e+001 +6.8484848485e-001 +3.6663100093e+000 +1.0000000000e+001 -3.1668449954e-003 -3.1668449954e-002 +6.8484848485e-001 -3.1668449954e-005 -2.1688089968e-005 +6.3336899907e+000 +3.1668449954e-003 +2.0057814449e-002 +6.8484848485e-001 -2.9814615244e+000 +3.6663100093e+000 -3.1985134453e-003 +3.1668449954e-003 +3.1668449954e-005
+1.0000000000e+001 +6.8787878788e-001 +2.8786283239e+000 +1.0000000000e+001 -3.5606858380e-003 -3.5606858380e-002 +6.8787878788e-001 -3.5606858380e-005 -2.4493202583e-005 +7.1213716761e+000 +3.5606858380e-003 +2.5356967274e-002 +6.8787878788e-001 -2.1907495361e+000 +2.8786283239e+000 -3.5962926964e-003 +3.5606858380e-003 +3.5606858380e-005
+1.0000000000e+001 +6.9090909091e-001 +1.9929875597e+000 +1.0000000000e+001 -4.0035062201e-003 -4.0035062201e-002 +6.9090909091e-001 -4.0035062201e-005 -2.7660588430e-005 +8.0070124403e+000 +4.0035062201e-003 +3.2056124109e-002 +6.9090909091e-001 -1.3020784688e+000 +1.9929875597e+000 -4.0435412823e-003 +4.0035062201e-003 +4.0035062201e-005
+1.0000000000e+001 +6.9393939394e-001 +9.9720515442e-001 +1.0000000000e+001 -4.5013974228e-003 -4.5013974228e-002 +6.9393939394e-001 -4.5013974228e-005 -3.1236969995e-005 +9.0027948456e+000 +4.5013974228e-003 +4.0525157516e-002 +6.9393939394e-001 -3.0326576048e-001 +9.9720515442e-001 -4.5464113970e-003 +4.5013974228e-003 +4.5013974228e-005
+1.0000000000e+001 +6.9696969697e-001 +9.9067629079e-002 +1.0000000000e+001 -4.9504661855e-003 -4.9504661855e-002 +6.9696969697e-001 -1.0598312084e-004 -7.3867023614e-005 +9.9009323709e+000 +4.9504661855e-003 +4.9014230907e-002 +6.9696969697e-001 +5.9790206789e-001 +9.9067629079e-002 -5.0564493063e-003 +4.9504661855e-003 +1.0598312084e-004
+1.0000000000e+001 +7.0000000000e-001 +5.3790440810e-002 +1.0000000000e+001 -4.9731047796e-003 -4.9731047796e-002 +7.0000000000e-001 -4.1567365221e-004 -2.9097155655e-004 +9.9462095592e+000 +4.9731047796e-003 +4.9463542298e-002 +7.0000000000e-001 +6.4620955919e-001 +5.3790440810e-002 -5.3887784318e-003 +4.9731047796e-003 +4.1567365221e-004
+1.0000000000e+001 +7.0303030303e-001 +3.9211663750e-002 +1.0000000000e+001 -4.9803941681e-003 -4.9803941681e-002 +7.0303030303e-001 -7.7296078494e-004 -5.4341485487e-004 +9.9607883362e+000 +4.9803941681e-003 +4.9608652140e-002 +7.0303030303e-001 +6.6381863928e-001 +3.9211663750e-002 -5.7533549531e-003 +4.9803941681e-003 +7.7296078494e-004
+1.0000000000e+001 +7.0606060606e-001 +3.0775763995e-002 +1.0000000000e+001 -4.9846121180e-003 -4.9846121180e-002 +7.0606060606e-001 -1.1766704866e-003 -8.3080067688e-004 +9.9692242360e+000 +4.9846121180e-003 +4.9692715934e-002 +7.0606060606e-001 +6.7528484207e-001 +3.0775763995e-002 -6.1612826046e-003 +4.9846121180e-003 +1.1766704866e-003
+1.0000000000e+001 +7.0909090909e-001 +2.5040557584e-002 +1.0000000000e+001 -4.9874797212e-003 -4.9874797212e-002 +7.0909090909e-001 -1.6315245098e-003 -1.1568991978e-003 +9.9749594424e+000 +4.9874797212e-003 +4.9749907939e-002 +7.0909090909e-001 +6.8405035151e-001 +2.5040557584e-002 -6.6190042310e-003 +4.9874797212e-003 +1.6315245098e-003
